8720 34 1.018 0.001 1.012 0.001 1.021 0.001
8724 89 1.018 0.001 1.012 0.001 1.021 0.001
8753 6 1.018 0.001 1.012 0.001 1.021 0.001
9045 13 1.027 0.001 1.015 0.001 1.03 0.001
9048 59 1.027 0.001 1.015 0.001 1.03 0.001
9061 92 1.027 0.001 1.015 0.001 1.03 0.001
9070 72 1.027 0.001 1.015 0.001 1.03 0.001
9072 50 1.027 0.001 1.015 0.001 1.03 0.001
9086 44 1.027 0.001 1.015 0.001 1.03 0.001
9088 16 1.027 0.001 1.015 0.001 1.03 0.001
9139 3 1.027 0.001 1.015 0.001 1.03 0.001
9149 11 1.027 0.001 1.015 0.001 1.03 0.001
9177 42 1.027 0.001 1.015 0.001 1.03 0.001
9182 30 1.027 0.001 1.015 0.001 1.03 0.001
9190 5 1.027 0.001 1.015 0.001 1.03 0.001
9203 18 1.027 0.001 1.015 0.001 1.03 0.001
9211 7 1.027 0.001 1.015 0.001 1.03 0.001
9334 7 1.027 0.001 1.015 0.001 1.03 0.001
9347 13 1.027 0.001 1.015 0.001 1.03 0.001
9361 7 1.027 0.001 1.015 0.001 1.03 0.001
9366 21 1.027 0.001 1.015 0.001 1.03 0.001
9371 1 1.027 0.001 1.015 0.001 1.03 0.001
9376 16 1.027 0.001 1.015 0.001 1.03 0.001
9398 18 1.027 0.001 1.015 0.001 1.03 0.001
9400 6 1.027 0.001 1.015 0.001 1.03 0.001
9413 54 1.027 0.001 1.015 0.001 1.03 0.001
9427 108 1.027 0.001 1.015 0.001 1.03 0.001
9434 14 1.027 0.001 1.015 0.001 1.03 0.001
9442 2 1.027 0.001 1.015 0.001 1.03 0.001
9454 1 1.027 0.001 1.015 0.001 1.03 0.001
9459 8 1.027 0.001 1.015 0.001 1.03 0.001
9461 53 1.027 0.001 1.015 0.001 1.03 0.001
9471 1 1.027 0.001 1.015 0.001 1.03 0.001
9587 30 1.027 0.001 1.015 0.001 1.03 0.001
9599 0 1.027 0.001 1.015 0.001 1.03 0.001
9613 21 1.027 0.001 1.015 0.001 1.03 0.001
9620 19 1.027 0.001 1.015 0.001 1.03 0.001
9656 16 1.027 0.001 1.015 0.001 1.03 0.001
9659 7 1.027 0.001 1.015 0.001 1.03 0.001
9675 4 1.027 0.001 1.015 0.001 1.03 0.001
9699 15 1.027 0.001 1.015 0.001 1.03 0.001
9707 29 1.027 0.001 1.015 0.001 1.03 0.001
9710 0 1.027 0.001 1.015 0.001 1.03 0.001
9714 75 1.027 0.001 1.015 0.001 1.03 0.001
9715 19 1.027 0.001 1.015 0.001 1.03 0.001
9716 29 1.027 0.001 1.015 0.001 1.03 0.001
9720 6 1.027 0.001 1.015 0.001 1.03 0.001
9789 28 1.027 0.001 1.015 0.001 1.03 0.001
9790 109 1.027 0.001 1.015 0.001 1.03 0.001
9793 84 1.027 0.001 1.015 0.001 1.03 0.001
10335 2 0.983 0.003 0.971 0.003 0.997 0.003
10401 0 0.983 0.003 0.971 0.003 0.997 0.003
10987 18 1.019 0.004 1.002 0.003 1.017 0.004
11039 11 1.019 0.004 1.002 0.003 1.017 0.004
11076 5 1.019 0.004 1.002 0.003 1.017 0.004
11154 3 1.019 0.004 1.002 0.003 1.017 0.004
11203 2 1.019 0.004 1.002 0.003 1.017 0.004
11231 2 1.019 0.004 1.002 0.003 1.017 0.004
11460 31 1.019 0.004 1.002 0.003 1.017 0.004
11480 24 1.019 0.004 1.002 0.003 1.017 0.004
11503 13 1.019 0.004 1.002 0.003 1.017 0.004
11533 36 1.019 0.004 1.002 0.003 1.017 0.004
11542 37 1.019 0.004 1.002 0.003 1.017 0.004
11641 41 1.019 0.004 1.002 0.003 1.017 0.004
11646 34 1.019 0.004 1.002 0.003 1.017 0.004
11680 20 1.019 0.004 1.002 0.003 1.017 0.004
12080 10 1.007 0.002 0.996 0.002 1.008 0.002
12555 1 1.007 0.002 0.996 0.002 1.008 0.002
12683 0 1.007 0.002 0.993 0.002 1.006 0.002
13888 0 1.014 0.002 0.997 0.002 1.011 0.002
14417 0 1 1 1 1 1 1
999999 0 1 1 1 1 1 1
